case_id,status_old,ari_old,found_clusters_old,params_old,samples_old,features_old,true_clusters_old,status_restored,ari_restored,found_clusters_restored,params_restored,samples_restored,features_restored,true_clusters_restored,source,identical_recorded_params,matching_input_metadata,ari_delta
dim_consolidated_4c_72f_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,72,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,72,4,august_1,True,True,
dim_diffuse_6c_136f_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,136,6,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,136,6,august_1,True,True,
gauss_single_outlier_4c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,august_1,True,True,
gauss_outlier_cluster_4c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,august_1,True,True,
gauss_outlier_shell_4c,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=13202, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",172,40,5,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=13202, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",172,40,5,august_1,True,True,0.0
gauss_single_outlier_4c_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,august_1,True,True,
gauss_outlier_cluster_4c_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,august_1,True,True,
binary_balanced_low_noise,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,august_1,True,True,0.0
binary_balanced_low_noise__2,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,120,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,120,4,august_1,True,True,0.0
sparse_features_72x72,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=500, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=500, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,august_1,True,True,0.0
